@RELATION svmclasbluemetaldisc
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {classical_w,blues_w,metal_w,disco_w}

@DATA
0.068081,0.005155,3.236118,0.113951,0.143546,0.639677,0.006321,0.101812,-28.303180,0.801188,-0.337447,-0.393133,-0.033176,0.367466,0.070321,0.248933,0.091059,-0.097249,0.064228,0.219646,0.097418,0.002106,0.008094,0.032301,0.008905,0.005763,0.022461,0.059739,0.001250,0.008015,0.002305,0.012813,0.001016,0.024160,0.014663,0.002442,0.064562,0.019931,0.029868,0.144472,0.003543,0.023253,1.005476,0.515248,0.375350,0.366398,0.352626,0.314804,0.270946,0.283764,0.268999,0.283620,0.244298,0.214290,0.201805,0.001768,0.008026,0.025526,0.007326,0.004452,0.015773,0.042840,0.000756,0.007796,0.002540,0.009590,0.000892,0.011067,300.000000,0.100000,classical_w
0.051689,0.023167,3.241310,0.100216,0.132660,0.497945,0.004192,0.090563,-23.975561,1.156231,0.025759,0.245170,0.049740,0.222346,-0.042808,0.222207,0.221165,0.001744,-0.032194,0.193194,0.226967,0.010171,0.008805,0.039018,0.006088,0.007696,0.015194,0.058533,0.001490,0.002938,0.006585,0.060964,0.005740,0.028370,0.016363,0.008989,0.044328,0.015767,0.027844,0.210111,0.001426,0.026050,0.390554,0.380693,0.232113,0.241189,0.285273,0.230248,0.241429,0.254840,0.284323,0.308268,0.249774,0.204918,0.183846,0.008142,0.009047,0.020527,0.005866,0.005161,0.010520,0.026076,0.001576,0.003745,0.005592,0.030957,0.006371,0.010696,133.333333,0.088036,classical_w
0.042485,0.012326,3.209261,0.093287,0.138916,0.228947,0.008013,0.062160,-25.442539,1.818921,-0.458410,0.044792,-0.131960,0.320268,0.044285,-0.154547,-0.318197,-0.137024,-0.053372,0.052498,0.083633,0.010361,0.007564,0.029496,0.014687,0.011718,0.041941,0.013817,0.006821,0.009171,0.005276,0.015616,0.006634,0.023560,0.010351,0.013478,0.088779,0.018732,0.033527,0.111507,0.004668,0.018474,0.739365,0.394037,0.321403,0.300349,0.255436,0.270565,0.300229,0.312175,0.333320,0.403312,0.322632,0.288810,0.247269,0.010305,0.009050,0.028014,0.017996,0.011692,0.039185,0.011278,0.009739,0.011444,0.005616,0.014857,0.009567,0.011536,200.000000,0.122581,classical_w
0.057364,0.014752,3.191511,0.105537,0.136128,0.538224,0.005454,0.091186,-25.401174,1.245174,-0.062758,0.276662,-0.029241,0.135740,-0.264501,0.056411,0.453420,0.036111,-0.317751,0.219006,-0.044520,0.026171,0.012158,0.036528,0.005075,0.011646,0.002604,0.047572,0.002598,0.005961,0.008119,0.050462,0.002259,0.029826,0.015533,0.011955,0.116927,0.015891,0.027288,0.201248,0.002678,0.026012,1.192974,0.349916,0.278322,0.261304,0.247719,0.214353,0.245533,0.241724,0.208755,0.235236,0.204029,0.206085,0.183815,0.023347,0.014759,0.028193,0.004943,0.009799,0.003061,0.042772,0.002498,0.005516,0.007849,0.032582,0.002071,0.013169,200.000000,0.156250,classical_w
0.039877,0.029815,3.145274,0.098109,0.139671,0.271164,0.007218,0.055517,-23.568088,2.052014,0.079880,0.155052,-0.016503,0.184172,0.081719,0.101485,-0.057700,0.032415,-0.004296,-0.149495,-0.121039,0.020812,0.005858,0.042476,0.010328,0.023340,0.015871,0.049786,0.004045,0.008049,0.013179,0.028956,0.005332,0.026130,0.012807,0.023444,0.152051,0.019520,0.029899,0.150000,0.003946,0.028176,1.323019,0.429134,0.510533,0.289049,0.364651,0.248312,0.287255,0.234031,0.268392,0.253906,0.233215,0.242785,0.234218,0.023836,0.007578,0.032211,0.012921,0.021230,0.019747,0.039580,0.009364,0.012918,0.015678,0.024161,0.007356,0.010452,171.428571,0.102823,blues_w
0.030428,0.023626,3.049893,0.093493,0.150341,0.199238,0.010099,0.041404,-25.577052,2.448318,0.182252,0.394839,0.167538,0.227377,0.033522,0.087252,-0.071886,0.057040,-0.110445,-0.105902,0.003757,0.030526,0.001354,0.078098,0.010134,0.033350,0.010115,0.077920,0.000947,0.003705,0.010209,0.027381,0.006148,0.041349,0.018017,0.021498,0.272488,0.026064,0.032867,0.171756,0.006517,0.033098,2.108582,0.563928,0.481857,0.361244,0.338647,0.299424,0.280873,0.257430,0.241868,0.235293,0.260264,0.242218,0.233483,0.029949,0.001851,0.060556,0.015340,0.028176,0.012539,0.064360,0.001923,0.006084,0.011816,0.019990,0.008467,0.016518,171.428571,0.108844,blues_w
0.036520,0.047625,3.160864,0.090585,0.134399,0.217258,0.008047,0.058745,-22.488748,2.244761,-0.232906,0.541056,-0.064118,0.082600,-0.053107,0.081272,0.022347,0.072768,-0.076585,-0.091663,-0.038197,0.019866,0.006319,0.040371,0.023727,0.020296,0.006303,0.027237,0.004912,0.012748,0.018887,0.033103,0.007026,0.023063,0.014329,0.024779,0.133666,0.020603,0.030726,0.146662,0.004793,0.025928,1.239412,0.560610,0.391299,0.294322,0.385824,0.264803,0.259794,0.227862,0.209036,0.220039,0.241345,0.234480,0.216318,0.019844,0.008371,0.028444,0.022608,0.017443,0.007085,0.023504,0.008039,0.015630,0.014817,0.028498,0.009818,0.008888,150.000000,0.129921,blues_w
0.016366,0.035766,3.104700,0.079216,0.149122,0.057355,0.010369,0.021158,-25.571802,2.883691,-0.144813,0.411237,0.229548,0.365587,-0.017836,0.110661,0.145584,0.236705,0.093542,0.041451,-0.027456,0.006534,0.006389,0.019277,0.007980,0.022263,0.004986,0.082757,0.001444,0.008019,0.009220,0.133699,0.002576,0.053744,0.008176,0.037716,0.206023,0.023052,0.036448,0.054155,0.009863,0.012208,1.905395,0.502065,0.379368,0.310856,0.250184,0.251612,0.226064,0.238040,0.198864,0.197833,0.210412,0.195680,0.171824,0.006888,0.009483,0.016012,0.010766,0.023978,0.006685,0.078772,0.001915,0.009424,0.008710,0.090022,0.002747,0.019427,171.428571,0.100000,blues_w
0.058721,0.016416,3.158731,0.107338,0.131358,0.471730,0.007002,0.097689,-24.659975,1.549456,-0.852134,0.078398,-0.187812,-0.010803,-0.268019,-0.212792,-0.263067,-0.240751,-0.140980,-0.060590,0.130681,0.006180,0.009834,0.013509,0.011225,0.015508,0.021885,0.010461,0.002939,0.016425,0.003831,0.009436,0.013993,0.014297,0.019577,0.012111,0.174004,0.021529,0.026244,0.268424,0.003848,0.039653,1.511889,0.638321,0.482981,0.299409,0.312580,0.324520,0.268285,0.236820,0.300048,0.314667,0.268549,0.281219,0.265713,0.005956,0.010203,0.011768,0.010390,0.016094,0.019340,0.010183,0.004131,0.018061,0.003619,0.008829,0.019433,0.007737,133.333333,0.130342,blues_w
0.055983,0.014540,3.167351,0.114427,0.141156,0.484501,0.006406,0.094398,-25.977737,2.203545,-0.150737,0.002761,-0.132194,0.002022,-0.329376,-0.120548,-0.209960,-0.113702,-0.244336,-0.152124,0.041224,0.018767,0.004660,0.031611,0.016970,0.020292,0.044193,0.018959,0.001314,0.007282,0.005124,0.027158,0.003263,0.025184,0.023959,0.012448,0.171568,0.027040,0.031880,0.229646,0.004869,0.037153,1.870682,0.635284,0.544160,0.313098,0.331341,0.255713,0.268014,0.249530,0.277697,0.219078,0.234639,0.259925,0.269622,0.021734,0.004935,0.030376,0.019672,0.023476,0.031326,0.015498,0.001790,0.007460,0.006201,0.022998,0.003588,0.010205,150.000000,0.089623,blues_w
0.028982,0.023866,3.124993,0.092646,0.146663,0.215493,0.009144,0.051025,-25.647579,2.337593,0.127258,0.174613,-0.278677,0.284498,-0.247184,0.032746,-0.311505,-0.204475,-0.312126,-0.141462,-0.160524,0.027204,0.009567,0.049987,0.021615,0.039733,0.006645,0.010952,0.002212,0.006657,0.013609,0.034783,0.002456,0.031754,0.013688,0.024789,0.247625,0.026159,0.039285,0.189184,0.007128,0.035813,1.954550,0.788658,0.575437,0.329213,0.325954,0.339922,0.295513,0.288686,0.295182,0.261274,0.286419,0.290411,0.228027,0.031021,0.013064,0.046888,0.023475,0.038712,0.008522,0.012677,0.004609,0.009707,0.013461,0.030323,0.003994,0.013577,240.000000,0.094017,blues_w
0.029021,0.024218,3.102221,0.093712,0.145792,0.225443,0.010175,0.045847,-25.040966,2.352415,0.384785,0.327585,-0.196222,0.216472,-0.156300,0.028092,-0.331552,-0.180097,-0.222003,-0.154242,-0.100301,0.024362,0.003496,0.064771,0.035084,0.026369,0.018920,0.019621,0.002556,0.007740,0.011384,0.018643,0.004476,0.030113,0.010570,0.020377,0.189941,0.025170,0.037110,0.129395,0.006127,0.023279,1.734745,0.611964,0.521101,0.318590,0.374261,0.297746,0.251006,0.278419,0.240399,0.264250,0.226490,0.261389,0.233133,0.027143,0.004507,0.046748,0.032095,0.020381,0.022286,0.016495,0.005023,0.008797,0.010794,0.018435,0.006601,0.010806,240.000000,0.127430,blues_w
0.035100,0.035518,3.174333,0.100414,0.144495,0.275032,0.008006,0.050393,-23.487621,2.052564,0.204401,0.198417,0.203881,0.370558,-0.139634,-0.089827,0.124583,0.020093,-0.232520,-0.106918,-0.185746,0.017381,0.002583,0.031007,0.017015,0.013910,0.003630,0.076417,0.001393,0.005595,0.016525,0.082544,0.002953,0.039220,0.014874,0.019565,0.112444,0.020976,0.029377,0.171045,0.004773,0.034305,1.175733,0.441335,0.471727,0.285870,0.262433,0.256833,0.281637,0.229123,0.240865,0.214585,0.236232,0.238950,0.200763,0.019862,0.003829,0.024699,0.018243,0.011629,0.005077,0.079894,0.001998,0.007686,0.015770,0.066310,0.004020,0.019252,171.428571,0.194286,blues_w
0.030593,0.026532,3.071843,0.090088,0.142895,0.155510,0.008041,0.048007,-24.997507,2.087938,-0.737923,-0.050746,-0.055346,0.035060,-0.092441,0.074963,-0.108874,-0.069307,-0.206380,-0.061929,0.087144,0.008020,0.011841,0.039332,0.024221,0.016340,0.005140,0.025590,0.001763,0.015820,0.007686,0.046790,0.002778,0.026458,0.006534,0.017648,0.357615,0.022938,0.039031,0.133404,0.006040,0.017230,2.048085,0.635536,0.608454,0.318140,0.246544,0.262179,0.260030,0.215340,0.228322,0.209635,0.259131,0.265864,0.216267,0.007192,0.012683,0.040854,0.019394,0.010239,0.005447,0.019048,0.002472,0.014538,0.007265,0.033185,0.003511,0.012455,171.428571,0.132114,blues_w
0.024893,0.015939,3.130025,0.087980,0.145019,0.165456,0.011970,0.034897,-27.755563,2.736451,0.203701,0.432014,0.200117,0.170210,-0.184978,-0.000947,0.095847,0.061566,-0.063939,-0.033479,-0.050223,0.018435,0.002319,0.037454,0.011927,0.014814,0.003378,0.066630,0.002209,0.008163,0.023608,0.095216,0.005554,0.052056,0.024459,0.017808,0.179484,0.032401,0.034258,0.258971,0.011994,0.045338,1.839232,0.641847,0.471251,0.297209,0.346974,0.307430,0.313941,0.238681,0.216787,0.223362,0.204987,0.215889,0.200622,0.024625,0.003122,0.039657,0.016532,0.019861,0.004856,0.062026,0.004353,0.008702,0.026956,0.096923,0.009143,0.026574,171.428571,0.118329,blues_w
0.041042,0.027382,3.136672,0.094692,0.138871,0.366602,0.009867,0.067837,-25.377930,2.155438,0.523467,-0.007652,-0.209804,-0.155429,0.010480,-0.488133,-0.352300,-0.335716,-0.027599,0.042641,-0.070169,0.009802,0.002350,0.034817,0.094487,0.021827,0.018444,0.033060,0.003731,0.007400,0.013064,0.012582,0.002204,0.038072,0.018758,0.024254,0.168561,0.023845,0.034522,0.215805,0.006191,0.037875,1.694947,0.684018,0.468508,0.379632,0.305263,0.286637,0.290244,0.265154,0.274480,0.289270,0.283864,0.245389,0.269080,0.011500,0.004464,0.028183,0.061466,0.020323,0.024109,0.029786,0.006290,0.009609,0.014174,0.010312,0.003242,0.015292,171.428571,0.117241,blues_w
0.027205,0.024441,3.085542,0.087872,0.146253,0.181597,0.012457,0.036679,-25.476488,2.665162,0.310006,0.035833,-0.084741,-0.134589,0.125887,-0.245611,-0.122725,-0.223674,-0.063875,0.046102,-0.233790,0.024978,0.003987,0.051250,0.087176,0.019194,0.007621,0.049004,0.002892,0.006149,0.008981,0.013274,0.004969,0.039734,0.012688,0.022383,0.198815,0.019877,0.032560,0.151824,0.007720,0.025909,1.479102,0.686190,0.427776,0.380827,0.286248,0.345313,0.250311,0.309893,0.306903,0.310162,0.319657,0.263650,0.240518,0.027606,0.004712,0.038322,0.066507,0.017712,0.010718,0.043220,0.007242,0.009029,0.009431,0.011639,0.007725,0.015642,200.000000,0.136364,blues_w
0.020476,0.010477,3.022695,0.082504,0.151613,0.110465,0.016139,0.029903,-28.311178,2.662428,0.208170,0.078745,-0.123863,0.155114,0.274076,-0.158333,-0.041078,-0.211711,-0.153315,-0.102890,-0.047138,0.006025,0.005962,0.097578,0.053315,0.015284,0.005785,0.115344,0.002445,0.004532,0.004866,0.014775,0.001161,0.052818,0.009605,0.011564,0.229028,0.023743,0.039993,0.083080,0.012068,0.016482,1.839807,0.558608,0.406279,0.347035,0.294669,0.242211,0.264401,0.315702,0.244788,0.291426,0.281007,0.292778,0.208764,0.008804,0.009576,0.066547,0.051447,0.015723,0.009868,0.073963,0.004187,0.006022,0.006531,0.013980,0.001787,0.017286,150.000000,0.097257,blues_w
0.033144,0.010307,3.103224,0.093280,0.147382,0.204068,0.012501,0.042789,-27.175221,2.212247,0.246674,0.230777,-0.002753,-0.069131,0.069175,-0.504964,-0.282370,-0.089327,0.046961,0.039768,-0.069843,0.010924,0.001601,0.051841,0.057771,0.018023,0.014710,0.060061,0.003429,0.013928,0.012199,0.016200,0.001478,0.036522,0.016149,0.012605,0.170380,0.022678,0.034465,0.154465,0.007175,0.024219,1.892209,0.761116,0.665450,0.409849,0.317673,0.304576,0.296438,0.295764,0.268587,0.291036,0.337679,0.305691,0.280276,0.015132,0.002915,0.044899,0.052254,0.017619,0.023766,0.055272,0.005906,0.017983,0.015341,0.014349,0.002196,0.015295,240.000000,0.087470,blues_w
0.034387,0.019237,3.083164,0.095093,0.146261,0.187389,0.012197,0.049831,-25.917302,2.010786,-0.074258,0.221425,-0.133263,0.167151,0.214970,-0.402138,0.002858,-0.099108,-0.138869,-0.015076,-0.206851,0.014904,0.005233,0.086875,0.013599,0.014648,0.004771,0.060036,0.005779,0.009058,0.010059,0.021405,0.004499,0.036387,0.013902,0.018286,0.207057,0.021562,0.036605,0.140409,0.006040,0.026799,1.813947,0.743120,0.598490,0.433888,0.363921,0.332777,0.300525,0.331637,0.323018,0.322002,0.343580,0.276940,0.304520,0.020151,0.007514,0.058512,0.019355,0.016126,0.007143,0.058396,0.009604,0.013206,0.014098,0.019811,0.007300,0.015954,200.000000,0.101617,blues_w
0.025941,0.022858,3.103282,0.084958,0.144951,0.214952,0.011797,0.044238,-25.412450,2.627549,0.713289,0.004681,-0.119838,0.050873,0.156789,-0.346182,-0.138200,-0.152359,-0.180474,-0.145734,-0.264598,0.028684,0.007466,0.097522,0.030132,0.023203,0.007585,0.042148,0.002962,0.007480,0.009715,0.021692,0.003270,0.038286,0.011599,0.021807,0.157911,0.026081,0.038450,0.164582,0.007474,0.029947,1.686613,0.641354,0.524475,0.346454,0.341407,0.281987,0.297157,0.313235,0.267075,0.285775,0.286350,0.273071,0.340872,0.029404,0.012330,0.059726,0.032249,0.022634,0.010438,0.040427,0.005428,0.010152,0.010740,0.018475,0.004441,0.013570,150.000000,0.116129,blues_w
0.028081,0.020753,3.086763,0.100657,0.160535,0.182862,0.009550,0.032632,-26.396759,2.596291,0.565974,0.245607,-0.074732,-0.001379,0.116483,-0.148538,0.043101,-0.027827,0.012978,0.161916,-0.092984,0.022627,0.003809,0.086656,0.031613,0.018865,0.005712,0.066678,0.002291,0.007038,0.019371,0.030241,0.001910,0.040973,0.013945,0.020313,0.187548,0.022934,0.033537,0.116443,0.006481,0.018294,1.726600,0.526697,0.378997,0.371104,0.323288,0.260903,0.268798,0.331337,0.266152,0.294397,0.264564,0.253493,0.253247,0.025976,0.006821,0.052101,0.031904,0.015514,0.008342,0.049006,0.004291,0.011041,0.021140,0.023720,0.002687,0.013651,200.000000,0.085450,blues_w
0.026257,0.010969,3.072853,0.090066,0.149898,0.129216,0.012583,0.032477,-26.234079,2.688538,0.152771,-0.030203,-0.104252,0.005607,0.011654,-0.391874,-0.138357,-0.064000,0.163088,0.031613,-0.200104,0.025239,0.002748,0.051983,0.025698,0.020436,0.012482,0.066319,0.008634,0.012547,0.012830,0.021655,0.008367,0.032233,0.008770,0.012526,0.194477,0.022211,0.035888,0.095123,0.007990,0.018381,1.501155,0.574780,0.448006,0.362324,0.319881,0.289271,0.285825,0.304463,0.316445,0.275745,0.293809,0.244983,0.232270,0.033310,0.005202,0.044811,0.030121,0.024125,0.018225,0.051423,0.015406,0.014971,0.014410,0.022878,0.014634,0.014360,200.000000,0.100877,blues_w
0.027737,0.024997,3.109898,0.087726,0.153462,0.179055,0.012595,0.042057,-26.148258,2.701922,0.317906,0.166270,-0.200605,0.065104,0.129740,-0.299080,0.063440,-0.041602,-0.010278,0.081031,-0.071975,0.018930,0.010433,0.069631,0.026511,0.026192,0.011699,0.056712,0.002128,0.004766,0.012090,0.031684,0.004195,0.037733,0.014554,0.021941,0.176630,0.024656,0.037613,0.139972,0.009983,0.026578,1.850883,0.778222,0.456270,0.349571,0.311466,0.289802,0.279119,0.308507,0.317297,0.312150,0.297104,0.282468,0.278207,0.022389,0.009580,0.054866,0.031389,0.023125,0.015093,0.048741,0.005687,0.007386,0.014016,0.028150,0.006170,0.014541,200.000000,0.089330,blues_w
0.023383,0.016105,3.088279,0.081368,0.147804,0.159028,0.012082,0.036655,-26.558041,2.868580,0.389502,0.343110,-0.024471,0.081504,0.168979,-0.263030,0.004563,-0.096864,-0.004776,0.129491,-0.022978,0.017278,0.001947,0.070909,0.014942,0.036705,0.014079,0.076416,0.001529,0.004028,0.012014,0.039197,0.003880,0.038893,0.012899,0.015136,0.155945,0.027952,0.042379,0.131368,0.008541,0.023201,1.877372,0.649286,0.371762,0.393553,0.292533,0.261179,0.277094,0.308133,0.266380,0.272579,0.280071,0.257372,0.231683,0.022115,0.002830,0.044253,0.017760,0.031998,0.016093,0.050665,0.003300,0.005693,0.012362,0.020421,0.004624,0.012733,240.000000,0.137209,blues_w
0.025540,0.024189,3.075114,0.083927,0.142757,0.164169,0.009573,0.035067,-25.335942,2.729101,0.574480,0.022611,-0.354901,-0.269958,-0.161431,-0.111668,0.087811,-0.031280,-0.201523,0.188914,-0.083165,0.012222,0.020550,0.070943,0.007458,0.030933,0.021504,0.021772,0.001782,0.030305,0.014109,0.010713,0.002021,0.029348,0.010253,0.018871,0.223030,0.023755,0.039448,0.115224,0.006809,0.018254,1.747135,0.695728,0.384361,0.297611,0.293310,0.307856,0.288187,0.281493,0.329023,0.283264,0.270762,0.277684,0.238270,0.012084,0.020162,0.041924,0.009708,0.028802,0.027851,0.021756,0.002616,0.022804,0.011794,0.010746,0.002043,0.010297,200.000000,0.128964,blues_w
0.023846,0.014116,3.124428,0.083760,0.146698,0.167607,0.015598,0.035145,-26.794384,2.698704,0.662391,0.135543,-0.063479,0.049635,-0.031385,-0.201035,-0.255093,-0.087553,-0.163728,0.180133,-0.046311,0.006948,0.004087,0.066884,0.041166,0.046157,0.022538,0.043894,0.003297,0.012133,0.005574,0.006415,0.001565,0.037534,0.012225,0.011934,0.173310,0.025263,0.041107,0.136468,0.011926,0.019796,1.921252,0.695316,0.447572,0.366310,0.302827,0.320589,0.275737,0.299294,0.284436,0.278487,0.336150,0.320996,0.319093,0.009145,0.006868,0.047051,0.043353,0.038023,0.031200,0.039542,0.006881,0.014884,0.006894,0.006231,0.003033,0.012270,200.000000,0.112108,blues_w
0.024834,0.018518,3.094319,0.081015,0.142743,0.181321,0.013611,0.033745,-26.365514,2.773978,0.835645,0.006729,-0.110982,0.048847,-0.045956,-0.000321,-0.076701,-0.132454,-0.066240,0.231382,-0.003006,0.006047,0.003810,0.044156,0.052115,0.050259,0.013838,0.063198,0.001602,0.006978,0.008541,0.012784,0.001867,0.034047,0.011395,0.019254,0.155759,0.024114,0.039431,0.139174,0.009440,0.019416,1.997626,0.724745,0.435293,0.390437,0.321722,0.290929,0.276874,0.286703,0.270355,0.283223,0.290368,0.300033,0.227458,0.008215,0.006643,0.033680,0.043999,0.038268,0.019959,0.047110,0.003644,0.009574,0.007525,0.010627,0.002899,0.012257,171.428571,0.112360,blues_w
0.024846,0.014595,3.096967,0.084727,0.144144,0.198522,0.014460,0.034416,-27.356401,2.554538,0.860299,0.277363,0.135898,0.030488,-0.028502,0.022413,0.096060,0.064662,0.078090,0.241534,-0.041129,0.014846,0.002473,0.038303,0.013961,0.080739,0.006823,0.051916,0.000809,0.010499,0.006051,0.013757,0.002738,0.036453,0.010818,0.015783,0.187216,0.022765,0.035431,0.125143,0.010756,0.020843,2.224276,0.654824,0.460795,0.370799,0.290028,0.286972,0.269911,0.296175,0.234181,0.272193,0.359014,0.298841,0.253737,0.016669,0.003359,0.030606,0.017876,0.049349,0.010156,0.043822,0.001541,0.013860,0.007968,0.012256,0.004710,0.013240,200.000000,0.078341,blues_w
0.037399,0.023973,3.181181,0.087959,0.133609,0.323911,0.010125,0.059480,-25.067629,2.296577,0.655361,-0.131789,0.020501,-0.110251,-0.086184,0.018298,-0.113380,0.032459,0.139804,0.219146,0.078919,0.009882,0.003882,0.014912,0.027459,0.046380,0.011084,0.040791,0.002000,0.012977,0.016912,0.008793,0.004055,0.025934,0.015294,0.017778,0.120117,0.020038,0.033526,0.189301,0.007107,0.030428,1.498555,0.639154,0.529204,0.394587,0.345064,0.312161,0.303539,0.308068,0.285710,0.285626,0.318615,0.329785,0.247751,0.012338,0.005052,0.014721,0.024432,0.034365,0.016147,0.031929,0.003145,0.015721,0.016099,0.008178,0.006576,0.009334,300.000000,0.079710,blues_w
0.028249,0.018349,3.135920,0.084096,0.142695,0.168098,0.014156,0.043197,-26.015138,2.365128,0.531399,0.298063,-0.240883,0.090928,0.004831,-0.094933,-0.280692,-0.098426,-0.163555,0.063436,-0.193529,0.013308,0.005744,0.066198,0.038107,0.031694,0.017223,0.022327,0.003104,0.012628,0.007892,0.010901,0.002260,0.032198,0.011816,0.015578,0.207814,0.018091,0.033831,0.120438,0.008519,0.021472,1.756626,0.681662,0.510477,0.370381,0.303440,0.315597,0.298303,0.263028,0.275293,0.285562,0.306345,0.358359,0.335471,0.020504,0.008897,0.050016,0.039781,0.029788,0.023984,0.022190,0.005244,0.016335,0.009085,0.011822,0.004368,0.012065,200.000000,0.100000,blues_w
0.023339,0.031523,3.125471,0.098913,0.163234,0.113909,0.012104,0.030021,-25.328779,3.384489,0.486607,0.481219,0.114557,0.062728,-0.059457,0.042676,-0.035118,-0.052326,-0.128801,0.143705,-0.130526,0.051613,0.002805,0.037009,0.007499,0.017274,0.004489,0.025502,0.000800,0.007568,0.032661,0.061405,0.002345,0.038016,0.017111,0.020718,0.159810,0.033002,0.036646,0.139814,0.009156,0.030076,1.170392,0.465937,0.488939,0.351549,0.298201,0.264285,0.262816,0.261651,0.251898,0.245272,0.243854,0.265015,0.242010,0.036165,0.004403,0.033713,0.008963,0.016796,0.005299,0.022414,0.001645,0.007878,0.028008,0.045574,0.004850,0.010702,109.090909,0.103371,blues_w
0.021783,0.044636,3.150329,0.096361,0.163710,0.078697,0.013951,0.023996,-25.049865,3.399359,0.386665,0.310555,-0.187416,-0.019940,-0.068646,0.186547,-0.061822,-0.367442,-0.289783,-0.230134,-0.344655,0.044490,0.015004,0.091702,0.021946,0.014515,0.007404,0.027341,0.000599,0.001536,0.020917,0.022431,0.007791,0.042100,0.012693,0.022661,0.128196,0.027584,0.035311,0.087870,0.012070,0.017351,1.024470,0.400462,0.457897,0.323908,0.338775,0.308822,0.260904,0.242216,0.221562,0.253394,0.237859,0.265342,0.242858,0.041939,0.017655,0.059825,0.023876,0.016766,0.009687,0.023054,0.001096,0.002015,0.021652,0.024716,0.009980,0.011317,150.000000,0.079518,blues_w
0.020183,0.022301,3.137936,0.094400,0.163654,0.087093,0.015230,0.026700,-26.975031,3.262044,0.425342,0.692558,0.162077,0.248773,0.144484,0.248778,-0.020549,-0.286580,-0.150417,-0.079068,-0.111654,0.031027,0.001802,0.059227,0.012957,0.034081,0.002174,0.021456,0.000484,0.002776,0.042147,0.047902,0.000876,0.042527,0.017079,0.017744,0.193096,0.032355,0.037274,0.119192,0.014269,0.026830,1.714273,0.498736,0.496743,0.287376,0.282741,0.266539,0.258511,0.276954,0.225928,0.235825,0.233670,0.226374,0.228173,0.037229,0.002487,0.056223,0.014197,0.027963,0.002535,0.020079,0.001201,0.004205,0.047855,0.043570,0.001392,0.013081,171.428571,0.096774,blues_w
